,Unnamed: 0.1,Unnamed: 0,Demojized,Captions,Latitude,Longitude,Retweet Count,Created (UTC),Full Text,Sentiment Score,Sentiment
66,66,66,Just posted a photo @ Bio Diversity Park Cachar  , ,24.8055088,92.7932639,0,2021-12-05 15:22:01,Just posted a photo @ Bio Diversity Park Cachar,0.0,Neutral
67,67,67,Just posted a photo @ My Silchar  , Finally  achieved  RisingStar of  unilink  thanks all of my team members for such  guidelines  cooperation  SupportGroup  arupdas  rabullaskar  alomuncle  ImranPatelWOK also thankful to as our  founder  MD  CEO  SCIENTIST most  favorable  Motivational Mr. MD  Imranpatel Sir     https   t.co fid8sGf8TJ,24.81306648,92.79751091,0,2021-11-29 19:41:00,Just posted a photo @ My Silchar    Finally  achieved  RisingStar of  unilink  thanks all of my team members for such  guidelines  cooperation  SupportGroup  arupdas  rabullaskar  alomuncle  ImranPatelWOK also thankful to as our  founder  MD  CEO  SCIENTIST most  favorable  Motivational Mr. MD  Imranpatel Sir     https   t.co fid8sGf8TJ,0.175,Positive
68,68,68,sunrise over mountains purple heart GD morning guys black heart dizzy smiling face with smiling eyes #asifsquaddizzy  #photo #phonecamera #photography #camera #trending #silchar #assam #india @ Silcha…  sunrise over mountains purple heart GD morning guys black heart dizzy smiling face with smiling eyes #asifsquaddizzy  #photo #phonecamera #photography #camera #trending #silchar #assam #india @ Silchar Railway Station  ,   GD morning guys     asifsquad   photo  phonecamera  photography  camera  trending  silchar  assam  india,24.83010689,92.78762284,0,2021-11-29 04:52:23,sunrise over mountains purple heart GD morning guys black heart dizzy smiling face with smiling eyes #asifsquaddizzy  #photo #phonecamera #photography #camera #trending #silchar #assam #india @ Silcha…  sunrise over mountains purple heart GD morning guys black heart dizzy smiling face with smiling eyes #asifsquaddizzy  #photo #phonecamera #photography #camera #trending #silchar #assam #india @ Silchar Railway Station      GD morning guys     asifsquad   photo  phonecamera  photography  camera  trending  silchar  assam  india,-0.16666666666666666,Negative
69,69,69,"Discussions going on @Silchar for our Organization #Unilinkbiz ........ Credit goes to @Rabul Sir &amp; Myself @Aszad H…  Discussions going on @Silchar for our Organization #Unilinkbiz ........ Credit goes to @Rabul Sir &amp; Myself @Aszad H, thanks for the support #Unilinkbiz and and all #Unilinkbizteammembers heart suit heart suit heart suit  @ My Silchar  ", Discussions going on  Silchar for our Organization  Unilinkbiz ........ Credit goes to  Rabul Sir   Myself  Aszad H  thanks for the support  Unilinkbiz and and all  Unilinkbizteammembers       ,24.81306648,92.79751091,0,2021-12-05 19:39:28,"Discussions going on @Silchar for our Organization #Unilinkbiz ........ Credit goes to @Rabul Sir & Myself @Aszad H…  Discussions going on @Silchar for our Organization #Unilinkbiz ........ Credit goes to @Rabul Sir & Myself @Aszad H, thanks for the support #Unilinkbiz and and all #Unilinkbizteammembers heart suit heart suit heart suit  @ My Silchar    Discussions going on  Silchar for our Organization  Unilinkbiz ........ Credit goes to  Rabul Sir   Myself  Aszad H  thanks for the support  Unilinkbiz and and all  Unilinkbizteammembers",0.2,Positive
70,70,70,"black heart sign of the horns .#nofilter With BFF @tahir.barbhuiya.07 @imran     mazumder 
.
.
#asifsquaddizzy  #asif #tahir #imran @ Assam, India  ",   . nofilter With BFF  tahir.barbhuiya.07  imran     mazumder  . .  asifsquad   asif  tahir  imran,24.8091448,92.795542,0,2021-12-07 07:17:19,"black heart sign of the horns .#nofilter With BFF @tahir.barbhuiya.07 @imran     mazumder 
.
.
#asifsquaddizzy  #asif #tahir #imran @ Assam, India      . nofilter With BFF  tahir.barbhuiya.07  imran     mazumder  . .  asifsquad   asif  tahir  imran",-0.16666666666666666,Negative
71,71,71,&lt;3 @ My Silchar  ,  3,24.81306648,92.79751091,0,2021-12-08 08:22:36,<3 @ My Silchar     3,1.0,Very Positive
72,72,72,Just posted a photo @ My Silchar  , Visited Kamrul Bhai s Villa  newlifefoundation its  just  awsome   WhatsApp DM for further process   https   wa.me message B3KI67JPHRBKH1  https   www.facebook.com aszad.hbmeddys  https   www.instagram.com invites contact  i 1cnkzpvst475u utm content 2iha7wr  https   twitter.com AszadBjp t AxcRILaZiHO6UqzSV9hoNA s 09,24.81306648,92.79751091,0,2021-12-08 19:20:21,Just posted a photo @ My Silchar    Visited Kamrul Bhai s Villa  newlifefoundation its  just  awsome   WhatsApp DM for further process   https   wa.me message B3KI67JPHRBKH1  https   www.facebook.com aszad.hbmeddys  https   www.instagram.com invites contact  i 1cnkzpvst475u utm content 2iha7wr  https   twitter.com AszadBjp t AxcRILaZiHO6UqzSV9hoNA s 09,0.0,Neutral
73,73,73,Just posted a photo @ My Silchar  , Discussions going on  Silchar for our Organization  Unilinkbiz ........ Credit goes to Rabul Loskar   Myself Aszad HB Meddy s   thanks for the support  Unilinkbiz  Bijay Kumar Jena  and and all  Unilinkbizteammembers          Please visit profile if you are wanted to know more  below link also  Available     www.unilinkbiz.com,24.81306648,92.79751091,0,2021-12-01 19:17:57,Just posted a photo @ My Silchar    Discussions going on  Silchar for our Organization  Unilinkbiz ........ Credit goes to Rabul Loskar   Myself Aszad HB Meddy s   thanks for the support  Unilinkbiz  Bijay Kumar Jena  and and all  Unilinkbizteammembers          Please visit profile if you are wanted to know more  below link also  Available     www.unilinkbiz.com,0.3666666666666667,Positive
74,74,74,Just posted a photo @ My Silchar  , cLicK for  lfl   rojee das  shivanithakur2704  vinu king 28  dishaagangwar  tasneem ruqaiyah  drrajdeeproy  mehtab.qureshi.186  sonu sood      narendramodi  therock  c.m.kolkata  prasadnagar  mamataofficial     mam  instagram  instalike  follow4followback   https   www.linkedin.com in aszad hussain 1174b8164  https   youtube.com channel UCn m5VnP6H2uM2pACv1hoAA  https   twitter.com AszadBjp t AxcRILaZiHO6UqzSV9hoNA s 09  https   www.facebook.com aszad.hbmeddys   checkformore    www.unilinkbiz.com,24.81306648,92.79751091,0,2021-12-02 19:29:51,Just posted a photo @ My Silchar cLicK for lfl rojee das shivanithakur2704 vinu king 28 dishaagangwar tasneem ruqaiyah drrajdeeproy mehtab.qureshi.186 sonu sood narendramodi therock cmkolkata prasadnagar mamataofficial mam instagram instalike follow4followback https www.linkedin.com in aszad hussain 1174b8164 https youtube. com channel ucn m5vnp6h2um2pacv1hoaa https twitter.com aszadbjp t axcrilaziho6uqzsv9hona s 09 https www.facebook.com aszad.hbmeddys checkformore www.unilinkbiz.com,0.0,Neutral
75,75,75,Just posted a photo @ My Silchar  ,  jummamubarak after went for  stockpoint  kathalroad  unilink  Unilinkbizteammembers   Please join my Social site s   https   wa.me message B3KI67JPHRBKH1  https   www.facebook.com aszad.hbmeddys  https   www.instagram.com invites contact  i 1cnkzpvst475u utm content 2iha7wr  https   twitter.com AszadBjp t AxcRILaZiHO6UqzSV9hoNA s 09  Hey  I m using Telegram to chat. Join me  Download it here  https   telegram.org dl,24.81306648,92.79751091,0,2021-12-10 12:34:08,Just posted a photo @ My Silchar     jummamubarak after went for  stockpoint  kathalroad  unilink  Unilinkbizteammembers   Please join my Social site s   https   wa.me message B3KI67JPHRBKH1  https   www.facebook.com aszad.hbmeddys  https   www.instagram.com invites contact  i 1cnkzpvst475u utm content 2iha7wr  https   twitter.com AszadBjp t AxcRILaZiHO6UqzSV9hoNA s 09  Hey  I m using Telegram to chat. Join me  Download it here  https   telegram.org dl,0.03333333333333333,Positive
76,76,76,Just posted a photo @ My Silchar  ,  jummamubarak  masjidassalamjomborkidul   Welcome to our  Organization  unilink as a customer Individual distributor earnighs   Know more visit   www.unilinkbiz.com  there are nothing registration fee or anything else  WhatsApp DM for further process   Please join my Social site s   https   wa.me message B3KI67JPHRBKH1  https   www.facebook.com aszad.hbmeddys  https   www.instagram.com invites contact  i 1cnkzpvst475u utm content 2iha7wr  https   twitter.com AszadBjp t AxcRILaZiHO6UqzSV9hoNA s 09  Hey  I m using Telegram to chat. Join me  Download it here  https   telegram.org dl,24.81306648,92.79751091,0,2021-12-10 12:27:39,Just posted a photo @ My Silchar     jummamubarak  masjidassalamjomborkidul   Welcome to our  Organization  unilink as a customer Individual distributor earnighs   Know more visit   www.unilinkbiz.com  there are nothing registration fee or anything else  WhatsApp DM for further process   Please join my Social site s   https   wa.me message B3KI67JPHRBKH1  https   www.facebook.com aszad.hbmeddys  https   www.instagram.com invites contact  i 1cnkzpvst475u utm content 2iha7wr  https   twitter.com AszadBjp t AxcRILaZiHO6UqzSV9hoNA s 09  Hey  I m using Telegram to chat. Join me  Download it here  https   telegram.org dl,0.2666666666666667,Positive
77,77,77,smiling face with smiling eyes wilted flower ..................................... @ Indian muslim  ,,24.83527,92.76445,0,2021-12-15 07:22:02,smiling face with smiling eyes wilted flower ..................................... @ Indian muslim,0.0,Neutral
78,78,78,Just posted a photo @ Walima  ,  Star  Suparstar Unilink India  on Unilink pvt ltd  Welcome to our  Organization  unilink as a customer Individual distributor earnighs  Know more visit   www.unilinkbiz.com WhatsApp DM for further process   Please join my Social site s   https   wa.me message B3KI67JPHRBKH1  https   www.facebook.com aszad.hbmeddys  https   www.instagram.com invites contact  i 1cnkzpvst475u utm content 2iha7wr  https   twitter.com AszadBjp t AxcRILaZiHO6UqzSV9hoNA s 09  Hey  I m using Telegram to chat. Join me  Download it here  https   telegram.org dl,24.79379128,92.80671559,0,2021-12-13 08:09:51,Just posted a photo @ Walima     Star  Suparstar Unilink India  on Unilink pvt ltd  Welcome to our  Organization  unilink as a customer Individual distributor earnighs  Know more visit   www.unilinkbiz.com WhatsApp DM for further process   Please join my Social site s   https   wa.me message B3KI67JPHRBKH1  https   www.facebook.com aszad.hbmeddys  https   www.instagram.com invites contact  i 1cnkzpvst475u utm content 2iha7wr  https   twitter.com AszadBjp t AxcRILaZiHO6UqzSV9hoNA s 09  Hey  I m using Telegram to chat. Join me  Download it here  https   telegram.org dl,0.2666666666666667,Positive
79,79,79,"শীতের সন্ধে...

Thanks @subhs1fit for bringing here the Kolkata vibes! @ Sanjay Karate School   Silchar  ",            ...  Thanks  subhs1fit for bringing here the Kolkata vibes ,24.81931619,92.79688498,0,2021-12-13 17:27:13,"শীতের সন্ধে...

Thanks @subhs1fit for bringing here the Kolkata vibes! @ Sanjay Karate School   Silchar               ...  Thanks  subhs1fit for bringing here the Kolkata vibes",0.225,Positive
80,80,80,Just posted a photo @ Walima  ,  Star  Suparstar Unilink India  on Unilink pvt ltd  Welcome to our  Organization  unilink as a customer Individual distributor earnighs  Know more visit   www.unilinkbiz.com WhatsApp DM for further process   Please join my Social site s   https   wa.me message B3KI67JPHRBKH1  https   www.facebook.com aszad.hbmeddys  https   www.instagram.com invites contact  i 1cnkzpvst475u utm content 2iha7wr  https   twitter.com AszadBjp t AxcRILaZiHO6UqzSV9hoNA s 09  Hey  I m using Telegram to chat. Join me  Download it here  https   telegram.org dl   Greatfull to  Instagram  please promote my  post without anything  helpfor  promoted  posts,24.79379128,92.80671559,0,2021-12-13 08:00:43,Just posted a photo @ Walima     Star  Suparstar Unilink India  on Unilink pvt ltd  Welcome to our  Organization  unilink as a customer Individual distributor earnighs  Know more visit   www.unilinkbiz.com WhatsApp DM for further process   Please join my Social site s   https   wa.me message B3KI67JPHRBKH1  https   www.facebook.com aszad.hbmeddys  https   www.instagram.com invites contact  i 1cnkzpvst475u utm content 2iha7wr  https   twitter.com AszadBjp t AxcRILaZiHO6UqzSV9hoNA s 09  Hey  I m using Telegram to chat. Join me  Download it here  https   telegram.org dl   Greatfull to  Instagram  please promote my  post without anything  helpfor  promoted  posts,0.2666666666666667,Positive
81,81,81,There is nothing to lose but there is a whole world for #winning. @ Agartala  Tripura  , There is nothing to lose but there is a whole world for  winning.,24.8331274,92.7536758,0,2021-12-15 16:10:16,There is nothing to lose but there is a whole world for #winning. @ Agartala  Tripura    There is nothing to lose but there is a whole world for  winning.,0.35,Positive
82,82,82,@khalammashome #brother #ns200 #instaviral #instafashion #instagram #bikelife @ Neairgram PT 2  ,  khalammashome  brother  ns200  instaviral  instafashion  instagram  bikelife,24.776417,92.8191679,0,2021-12-16 19:10:52,@khalammashome #brother #ns200 #instaviral #instafashion #instagram #bikelife @ Neairgram PT 2     khalammashome  brother  ns200  instaviral  instafashion  instagram  bikelife,0.0,Neutral
83,83,83,#instafashion #instaviral #instagram Achieved #Star #superdistributor @unilinkbusiness @ Walima  ,  instafashion  instaviral  instagram Achieved  Star  superdistributor  unilinkbusiness,24.79379128,92.80671559,0,2021-12-15 21:39:36,#instafashion #instaviral #instagram Achieved #Star #superdistributor @unilinkbusiness @ Walima     instafashion  instaviral  instagram Achieved  Star  superdistributor  unilinkbusiness,0.0,Neutral
84,84,84,@khalammashome #brother #ns200 #instaviral #instafashion #instagram #bike @ Neairgram PT 2  ,,24.776417,92.8191679,0,2021-12-16 19:05:31,@khalammashome #brother #ns200 #instaviral #instafashion #instagram #bike @ Neairgram PT 2,0.0,Neutral
85,85,85,"Serenity of an early morning in Cachar.
#cachar #marjing #mayanglambam @ Cachar  ", Serenity of an early morning in Cachar.  cachar  marjing  mayanglambam,24.830822,92.80501,0,2021-12-17 02:34:06,"Serenity of an early morning in the carousa.
#cachar #marjing #mayanglambam @ cahar serenity of an early morning in the carousa. Cahar Marjing Mayanglambam",0.1,Positive
86,86,86,Just posted a photo @ Tarapur Silchar  ,,24.82741152,92.78861337,0,2021-12-19 13:23:12,Just posted a photo @ Tarapur Silchar,0.0,Neutral
87,87,87,#mother #mothercare eye hospital for my Maa's #eyedrops @ Choudhury Eye Clinic  ,  mother  mothercare eye hospital for my Maa s  eyedrops,24.82337,92.79772,0,2021-12-20 20:21:19,#mother #mothercare eye hospital for my Maa's #eyedrops @ Choudhury Eye Clinic     mother  mothercare eye hospital for my Maa s  eyedrops,0.0,Neutral
88,88,88,Just posted a photo @ Silchar  , My Tribute    Respected Sir  My tribute to him. General Bipin Rawat Live Portrait Making.  Thank you everyone    Plz visit my fb page And I shared three links of this picture with you Link 1. https   m.facebook.com story.php story fbid 4904708832953448 id 100002431397021 Link 2. https   m.facebook.com story.php story fbid 4904729752951356 id 100002431397021 Link 3.https   m.facebook.com story.php story fbid 4904737052950626 id 100002431397021  DEC  11 21 TIME  11 30A.M My FB Page  https   fb.me e 24F8qIDyU,24.82,92.8,0,2021-12-12 06:37:07,Just posted a photo @ Silchar    My Tribute    Respected Sir  My tribute to him. General Bipin Rawat Live Portrait Making.  Thank you everyone    Plz visit my fb page And I shared three links of this picture with you Link 1. https   m.facebook.com story.php story fbid 4904708832953448 id 100002431397021 Link 2. https   m.facebook.com story.php story fbid 4904729752951356 id 100002431397021 Link 3.https   m.facebook.com story.php story fbid 4904737052950626 id 100002431397021  DEC  11 21 TIME  11 30A.M My FB Page  https   fb.me e 24F8qIDyU,0.09318181818181819,Positive
89,89,89,"Blood and Sweat, leading to a satisfied smile. 

#residency #surgeonlife #thatorthodoc #orthopod #surgery #blood…  Blood and Sweat, leading to a satisfied smile. 

#residency #surgeonlife #thatorthodoc #orthopod #surgery #blood #sweat @ Silchar Medical College and Hospital  ", Blood and Sweat  leading to a satisfied smile.    residency  surgeonlife  thatorthodoc  orthopod  surgery  blood  sweat,24.775617,92.794517,0,2021-12-21 12:38:27,"Blood and Sweat, leading to a satisfied smile. 

#residency #surgeonlife #thatorthodoc #orthopod #surgery #blood…  Blood and Sweat, leading to a satisfied smile. 

#residency #surgeonlife #thatorthodoc #orthopod #surgery #blood #sweat @ Silchar Medical College and Hospital    Blood and Sweat  leading to a satisfied smile.    residency  surgeonlife  thatorthodoc  orthopod  surgery  blood  sweat",0.34285714285714286,Positive
90,90,90,#memories for #oldage with my #mother #auntie s smiling face with sunglasses smiling face with sunglasses smiling face with sunglasses  @ Neairgram PT 2  ,  memories for  oldage with my  mother  auntie s    ,24.776417,92.8191679,0,2021-12-20 20:27:43,#memories for #oldage with my #mother #auntie s smiling face with sunglasses smiling face with sunglasses smiling face with sunglasses  @ Neairgram PT 2     memories for  oldage with my  mother  auntie s,0.0,Neutral
91,91,91,"Builder Floor in #Bijaya. #2BHK #Apartment #Flat #ForSale #Silchar #Residential #Property
 ",,24.82350898,92.80254364,0,2021-12-21 04:36:06,Builder Floor in #Bijaya. #2BHK #Apartment #Flat #ForSale #Silchar #Residential #Property,-0.025,Negative
92,92,92,"In order to love who you are, you cannot hate the experiences that shaped you. @ Silchar  ", In order to love who you are  you cannot hate the experiences that shaped you.,24.82,92.8,0,2021-12-21 06:01:26,"In order to love who you are, you cannot hate the experiences that shaped you. @ Silchar    In order to love who you are  you cannot hate the experiences that shaped you.",-0.15000000000000002,Negative
93,93,93,"#socialwork #viralpost @ Kanakpur, Silchar  ",  socialwork  viralpost,24.81554835,92.80531722,0,2021-12-22 21:45:46,"#socialwork #viralpost @ Kanakpur, Silchar Socialwork Viralpost",0.0,Neutral
